arrival_time,prefill_length,decode_length
526.2073,10,10
526.6437,10,10
526.8756,10,10
527.3351,10,10
527.9465,10,10
528.5295,10,10
528.711,20,20
528.7642,10,10
528.8554,10,10
528.8741,20,20
529.137,10,10
529.2139,10,10
529.7758,20,20
530.2552,20,20
530.318,10,10
530.5302,10,10
530.6141,10,10
530.627,10,10
531.146,10,10
531.6525,10,10
531.8607,10,10
531.8979,10,10
532.1614,10,10
532.3478,10,10
532.9131,10,10
533.3785,10,10
533.6052,10,10
533.7281,10,10
533.759,20,20
535.6049,20,20
535.941,10,10
536.2436,10,10
536.8264,10,10
536.9022,10,10
537.2345,10,10
537.2485,10,10
537.4271,20,20
537.6006,10,10
538.0595,20,20
538.5953,20,20
538.9147,20,20
538.9727,20,20
539.2629,10,10
539.5053,10,10
539.5252,10,10
539.5409,10,10
539.7864,10,10
539.8736,10,10
539.8855,10,10
540.5912,10,10
540.8979,10,10
540.9732,20,20
541.0686,10,10
542.2203,10,10
542.2821,10,10
542.6493,20,20
543.8429,10,10
544.0313,10,10
545.1278,10,10
545.5896,10,10
546.466,10,10
548.534,10,10
548.7041,10,10
550.3279,10,10
550.5747,10,10
550.8182,10,10
550.8217,20,20
551.0262,10,10
551.416,10,10
551.4997,10,10
551.9031,10,10
552.2932,10,10
553.0108,10,10
553.9076,10,10
554.1979,10,10
554.3779,10,10
554.528,10,10
554.6362,10,10
554.6659,10,10
554.8755,10,10
555.0331,10,10
556.5166,20,20
556.7299,10,10
557.1378,10,10
557.3272,20,20
557.3511,10,10
557.7854,10,10
557.8604,10,10
558.1539,10,10
558.646,10,10
558.7925,20,20
558.9816,10,10
559.2385,10,10
561.6887,20,20
561.784,10,10
562.8454,10,10
563.3337,10,10
563.5835,20,20
563.755,10,10
563.8676,20,20
564.2396,10,10
564.352,10,10
564.4664,20,20
564.6034,10,10
564.6047,20,20
564.6235,10,10
564.9462,10,10
565.3378,10,10
565.467,10,10
567.1295,10,10
567.685,20,20
568.3305,10,10
568.6168,20,20
568.8764,20,20
568.9708,10,10
569.352,10,10
569.9902,20,20
570.3719,10,10
570.4419,10,10
570.9529,20,20
571.2235,10,10
571.2902,10,10
571.3963,20,20
571.5169,20,20
572.0806,10,10
572.2419,10,10
572.6303,20,20
573.2901,10,10
573.3649,20,20
574.7317,10,10
574.8122,10,10
574.8447,20,20
575.1228,10,10
575.579,20,20
577.1041,10,10
577.4344,10,10
577.4908,20,20
578.2936,20,20
578.4302,10,10
578.8745,10,10
579.1098,10,10
579.1167,20,20
579.2781,10,10
579.3916,10,10
580.109,10,10
580.3533,10,10
580.7113,10,10
581.0502,10,10
581.2094,20,20
581.4807,10,10
581.7261,20,20
581.87,20,20
581.8992,20,20
582.4841,10,10
583.3062,20,20
584.2746,20,20
584.459,10,10
584.7207,10,10
585.4923,20,20
585.5995,10,10
585.7318,20,20
585.8784,20,20
585.8931,20,20
586.3226,10,10
586.3247,20,20
586.7487,10,10
587.2161,20,20
587.7141,20,20
588.2894,20,20
588.311,10,10
588.4229,10,10
588.4807,10,10
589.4426,10,10
589.7318,10,10
590.6345,20,20
590.6704,10,10
591.0626,20,20
591.7841,20,20
591.7882,10,10
591.8205,10,10
592.8953,10,10
593.1927,10,10
593.315,20,20
593.5498,10,10
593.8201,20,20
594.0423,10,10
594.7932,20,20
595.3468,10,10
595.3564,10,10
595.6803,10,10
596.2623,10,10
596.7763,20,20
596.9036,10,10
597.4933,10,10
597.5655,10,10
597.7434,10,10
597.9655,10,10
598.7815,10,10
598.9449,10,10
599.0632,10,10
599.7625,20,20
599.9216,20,20
600.6417,10,10
600.6461,10,10
602.5332,20,20
603.2107,20,20
603.5095,20,20
603.7106,10,10
604.1241,20,20
604.2753,10,10
605.1568,10,10
605.3313,10,10
605.3385,10,10
606.008,10,10
606.9063,10,10
607.5808,10,10
607.6578,10,10
608.0377,20,20
608.3579,10,10
608.7162,20,20
609.0904,10,10
609.1148,20,20
609.6277,10,10
610.1183,20,20
610.3541,10,10
610.3929,20,20
610.4718,20,20
610.6098,20,20
610.7468,20,20
610.9116,20,20
611.0611,20,20
611.2893,10,10
611.7647,10,10
611.8111,10,10
612.0851,20,20
612.1455,10,10
612.1859,10,10
612.2859,20,20
612.4476,10,10
612.709,10,10
612.71,20,20
612.7431,10,10
612.9576,10,10
613.0164,10,10
613.8422,10,10
614.981,20,20
615.3174,10,10
615.355,10,10
615.6234,20,20
616.7247,20,20
616.9068,10,10
616.9138,20,20
617.1273,20,20
617.1691,20,20
617.2765,10,10
617.3541,20,20
617.4545,10,10
617.4945,10,10
617.6807,20,20
617.8417,10,10
617.8755,20,20
617.9684,20,20
618.0969,20,20
618.6329,10,10
618.7146,20,20
618.9456,20,20
619.2468,10,10
619.2726,10,10
619.3104,10,10
619.3986,20,20
619.5683,10,10
619.7432,10,10
619.8755,10,10
620.0404,10,10
620.0986,20,20
620.8539,10,10
621.2711,20,20
621.3112,20,20
622.1781,10,10
622.4378,10,10
622.9177,20,20
623.6206,10,10
623.8145,10,10
623.9063,20,20
623.9916,20,20
624.1381,10,10
624.2662,10,10
624.7777,10,10
626.0597,20,20
626.7088,10,10
627.1714,10,10
627.3928,10,10
627.9146,10,10
627.9802,10,10
628.5964,20,20
628.6594,20,20
628.9836,20,20
629.0778,10,10
629.4274,10,10
629.7257,10,10
630.1665,10,10
630.6245,20,20
630.6567,10,10
630.6939,10,10
631.2677,10,10
631.4062,10,10
632.0039,20,20
632.032,10,10
632.2079,20,20
632.4428,20,20
632.8965,10,10
632.9056,20,20
633.5682,20,20
633.7112,10,10
634.1133,10,10
634.4804,10,10
634.5312,20,20
634.5575,10,10
634.9915,20,20
635.3041,10,10
635.4624,10,10
635.6124,20,20
635.8057,10,10
635.9729,10,10
636.0448,10,10
636.5413,10,10
636.5692,10,10
636.9887,20,20
637.026,20,20
637.2597,10,10
637.317,20,20
637.4507,10,10
637.4508,10,10
637.8086,10,10
637.8326,10,10
637.9942,10,10
638.5665,20,20
638.608,10,10
638.6403,10,10
639.5546,10,10
639.5565,10,10
639.6982,10,10
640.3735,10,10
640.5636,10,10
640.6173,10,10
640.8222,20,20
640.8406,10,10
640.9983,10,10
641.539,20,20
641.9231,10,10
642.1111,10,10
642.2985,20,20
642.4119,20,20
642.8889,10,10
643.005,20,20
643.7656,20,20
644.0011,10,10
644.0433,20,20
644.2855,10,10
644.357,20,20
644.8307,20,20
644.851,20,20
645.2397,20,20
645.4772,20,20
645.4892,10,10
645.726,10,10
645.874,20,20
646.0016,20,20
647.3892,10,10
647.436,10,10
648.0168,10,10
648.2136,20,20
648.3572,10,10
648.6024,10,10
649.1033,10,10
649.114,20,20
649.7117,10,10
649.7139,10,10
649.8052,10,10
650.2507,20,20
650.4294,10,10
650.9783,10,10
651.8074,20,20
652.4974,20,20
652.5883,20,20
652.6697,10,10
653.3586,20,20
653.3855,10,10
654.2425,20,20
654.8911,10,10
655.4973,10,10
655.6107,20,20
655.6743,10,10
655.73,10,10
656.1758,20,20
656.3123,20,20
656.4912,10,10
656.646,20,20
657.0078,10,10
657.0325,10,10
657.0971,20,20
657.2557,10,10
658.1354,20,20
658.8266,10,10
658.9811,20,20
659.1736,10,10
659.4213,20,20
659.4571,10,10
659.763,10,10
659.8802,10,10
660.1102,10,10
660.3411,10,10
660.3679,10,10
661.0975,10,10
661.3669,10,10
662.2304,10,10
663.1801,10,10
663.2992,10,10
663.7275,20,20
663.8347,10,10
664.1543,10,10
664.6584,20,20
664.9292,20,20
665.0365,20,20
665.2024,20,20
665.2151,10,10
665.3366,10,10
665.4847,20,20
665.6599,20,20
665.8664,20,20
665.9029,10,10
666.202,20,20
666.3709,10,10
666.3924,20,20
666.5459,10,10
666.6193,10,10
667.1466,10,10
667.8174,10,10
668.007,10,10
668.5246,10,10
668.6631,20,20
668.7468,20,20
668.776,10,10
669.4005,10,10
669.4902,20,20
669.5116,10,10
670.0185,20,20
670.6162,10,10
670.7856,10,10
671.0149,10,10
671.0448,10,10
671.1039,10,10
671.4666,10,10
671.6223,10,10
672.5247,10,10
672.5321,10,10
672.7704,10,10
672.9761,10,10
672.9859,10,10
673.0523,10,10
673.3192,10,10
673.6587,10,10
673.9177,10,10
674.0571,20,20
674.1759,20,20
674.2962,10,10
674.6832,20,20
674.7483,10,10
674.7533,10,10
675.0652,10,10
676.7204,10,10
677.0864,10,10
677.6523,10,10
677.8391,10,10
678.1723,20,20
678.5827,10,10
679.324,10,10
679.6923,10,10
680.1785,20,20
681.5574,10,10
681.6245,10,10
681.6331,10,10
681.8772,20,20
682.1754,20,20
682.3628,20,20
682.3683,10,10
683.1912,10,10
683.2552,10,10
683.4096,10,10
683.4184,10,10
683.4674,20,20
683.592,10,10
684.3337,10,10
684.6986,10,10
684.9125,10,10
685.1449,10,10
685.1456,10,10
685.3238,10,10
685.8437,10,10
686.1178,20,20
686.9314,20,20
687.6722,10,10
687.7792,20,20
688.1076,20,20
688.6111,10,10
688.623,10,10
689.5751,20,20
689.7672,10,10
689.7822,20,20
690.1733,20,20
690.5316,10,10
690.7274,20,20
691.2895,10,10
691.4359,20,20
691.5957,10,10
691.7135,20,20
691.8355,20,20
691.8495,10,10
692.0299,10,10
692.0639,10,10
692.1934,10,10
692.335,10,10
692.6659,10,10
692.7787,20,20
693.1193,20,20
693.354,10,10
693.675,10,10
693.7048,10,10
693.9897,20,20
694.1574,20,20
694.8135,20,20
695.2873,10,10
695.5741,20,20
695.6273,20,20
696.0377,20,20
696.182,20,20
696.2475,20,20
696.7173,10,10
697.4863,10,10
699.8601,10,10
700.2533,10,10
700.8487,20,20
701.2378,20,20
701.8986,10,10
701.9379,10,10
702.1655,10,10
702.2932,10,10
702.4021,10,10
702.478,10,10
702.8979,20,20
702.965,10,10
703.1918,20,20
703.7251,10,10
704.1568,10,10
704.2363,10,10
704.3359,20,20
705.0696,10,10
705.5749,10,10
705.764,20,20
705.8205,10,10
706.3811,10,10
706.5316,10,10
706.6694,20,20
706.7433,10,10
707.3073,20,20
707.838,20,20
707.9907,10,10
708.1623,10,10
708.2671,20,20
708.4797,10,10
709.584,10,10
710.199,10,10
710.2312,10,10
710.3108,10,10
710.3148,10,10
710.8131,10,10
710.9196,20,20
711.11,10,10
711.182,10,10
712.6952,20,20
712.7663,10,10
713.1435,10,10
713.2819,10,10
713.6291,10,10
714.1982,10,10
714.2379,10,10
714.3985,10,10
715.2209,10,10
715.5287,10,10
715.9242,10,10
716.0484,20,20
716.1812,20,20
716.2077,10,10
716.2301,10,10
716.3207,10,10
716.6156,10,10
716.733,10,10
716.7586,10,10
717.4937,20,20
717.6864,10,10
719.6732,10,10
720.2798,20,20
720.461,10,10
720.4798,20,20
720.5486,20,20
721.4224,10,10
721.5609,10,10
721.9,20,20
722.7544,20,20
723.1782,10,10
723.2879,10,10
724.5985,20,20
724.7491,20,20
724.8003,10,10
726.3351,20,20
726.5603,20,20
726.739,20,20
726.9184,20,20
727.4317,10,10
728.0536,10,10
728.6035,20,20
729.6978,20,20
730.0391,10,10
730.4381,20,20
730.4605,10,10
730.6107,10,10
730.8826,20,20
730.898,10,10
731.3481,10,10
731.3861,10,10
731.873,10,10
732.9798,20,20
733.4781,20,20
733.8593,10,10
733.9648,10,10
734.7513,10,10
735.1742,20,20
735.7525,20,20
735.9437,10,10
736.2256,20,20
736.8467,20,20
737.2054,20,20
737.3823,10,10
738.5822,20,20
738.9934,10,10
739.2808,20,20
739.3619,10,10
739.545,20,20
741.2548,10,10
741.8434,20,20
741.9628,10,10
742.0509,10,10
742.3277,20,20
742.3749,10,10
743.0084,10,10
743.112,20,20
743.1505,10,10
743.6622,10,10
744.2114,10,10
744.3002,10,10
744.7165,10,10
745.4549,10,10
745.4815,20,20
745.8004,10,10
745.8064,10,10
745.811,10,10
746.0318,10,10
746.4603,20,20
746.5846,20,20
747.335,10,10
747.4648,10,10
747.9679,10,10
748.0934,10,10
748.2875,10,10
749.2296,10,10
749.3952,20,20
749.8821,10,10
749.9322,10,10
750.2122,10,10
750.227,10,10
750.3833,20,20
750.5548,10,10
750.7911,20,20
750.9411,20,20
751.0978,10,10
751.1609,10,10
751.3313,10,10
751.5849,10,10
752.5211,20,20
752.8449,10,10
753.4889,20,20
754.2513,20,20
755.3443,10,10
755.3673,10,10
756.083,10,10
756.3154,10,10
756.4946,20,20
756.5645,10,10
757.2663,10,10
758.0486,20,20
758.2131,20,20
758.5194,10,10
758.5866,20,20
758.8723,20,20
760.0267,10,10
760.2347,20,20
760.2688,20,20
760.457,10,10
760.6779,10,10
761.1125,20,20
761.4524,10,10
761.5969,10,10
762.0121,10,10
762.2341,10,10
762.5499,20,20
762.7686,10,10
762.9061,10,10
763.0124,10,10
764.2644,10,10
764.3181,10,10
764.6436,20,20
764.6706,10,10
764.7954,10,10
764.8153,10,10
764.8336,10,10
764.9299,10,10
765.0622,20,20
765.9378,10,10
766.1037,10,10
766.784,20,20
766.9013,20,20
767.6062,10,10
768.0419,10,10
768.3288,10,10
768.7627,10,10
768.775,20,20
768.9114,20,20
769.1262,10,10
769.4177,20,20
769.8372,10,10
770.0032,10,10
770.221,10,10
771.0137,20,20
771.1761,20,20
771.3436,10,10
771.4365,20,20
772.7176,20,20
772.8072,10,10
773.9226,10,10
773.9907,20,20
774.1945,10,10
774.9524,10,10
775.0155,20,20
775.2758,10,10
775.6199,10,10
775.7345,10,10
776.1816,10,10
776.1995,20,20
776.2846,10,10
776.486,10,10
776.982,20,20
777.2721,20,20
777.4516,10,10
777.5677,10,10
777.6046,10,10
777.6403,10,10
777.6963,20,20
777.8967,20,20
779.0536,10,10
779.4071,10,10
779.6705,10,10
780.2875,20,20
780.5031,10,10
781.1631,20,20
781.4066,10,10
781.6084,10,10
781.6754,20,20
782.1999,10,10
782.2953,20,20
782.9372,10,10
783.4688,10,10
783.551,10,10
784.5942,10,10
784.9815,10,10
785.1475,10,10
785.2381,20,20
785.4046,20,20
785.4244,10,10
785.4435,10,10
785.5119,10,10
786.2372,10,10
786.2372,10,10
786.287,20,20
786.5066,10,10
786.8762,10,10
786.9043,10,10
786.992,20,20
787.9374,20,20
787.9557,20,20
788.7117,10,10
788.8399,10,10
789.0212,10,10
789.2024,10,10
789.3333,10,10
789.3341,10,10
789.9875,10,10
790.0123,20,20
791.6908,10,10
791.8178,10,10
792.3617,10,10
792.7023,20,20
793.0389,10,10
793.5351,20,20
793.9823,10,10
794.2569,10,10
794.4373,10,10
794.6341,10,10
794.7279,20,20
795.2575,10,10
796.1061,10,10
796.2063,10,10
796.4381,10,10
797.2854,20,20
797.5991,10,10
798.4209,10,10
798.5138,20,20
798.6793,20,20
799.538,20,20
800.4712,20,20
800.516,10,10
801.0231,20,20
801.2178,10,10
801.4675,10,10
801.9141,10,10
802.3566,20,20
802.455,10,10
802.4959,10,10
802.889,10,10
803.5068,10,10
803.5984,10,10
804.3569,10,10
804.7951,10,10
805.0803,20,20
806.3157,10,10
806.3374,10,10
806.4915,10,10
806.9516,10,10
807.1275,10,10
807.6781,20,20
807.7542,10,10
808.2775,20,20
808.3977,20,20
808.4656,10,10
808.5197,10,10
808.8803,10,10
809.2359,10,10
809.4663,10,10
810.8173,10,10
811.696,10,10
812.2934,10,10
812.5869,20,20
812.9198,10,10
813.2295,10,10
814.4126,20,20
814.4986,10,10
814.5457,20,20
815.0917,10,10
815.7445,10,10
816.7336,10,10
816.8937,10,10
817.082,20,20
817.7165,10,10
817.8251,10,10
818.0369,10,10
818.2413,10,10
819.1215,20,20
819.853,20,20
820.1618,10,10
820.7477,20,20
821.1326,10,10
821.2569,20,20
821.3132,20,20
821.7215,20,20
821.7366,10,10
822.3858,10,10
822.7987,10,10
823.3453,20,20
823.3499,20,20
823.7556,20,20
824.2634,20,20
824.2682,10,10
824.6111,10,10
824.8505,10,10
824.9395,10,10
825.0343,20,20
825.7109,10,10
826.3738,10,10
826.6164,10,10
826.6291,10,10
827.5423,10,10
827.5481,10,10
827.5582,20,20
827.9834,20,20
828.1562,10,10
828.4095,20,20
829.747,20,20
829.9138,10,10
830.2017,10,10
830.3356,10,10
830.3489,20,20
830.6033,20,20
830.9457,10,10
831.2056,20,20
831.3574,20,20
831.5514,20,20
831.7952,10,10
832.1905,10,10
832.2413,20,20
832.7842,20,20
833.8967,10,10
833.9232,10,10
834.2746,10,10
834.9083,10,10
835.2475,20,20
835.6975,20,20
835.9009,10,10
835.9997,10,10
836.5664,20,20
836.8044,10,10
837.2067,10,10
837.4592,10,10
837.5299,10,10
837.5668,20,20
837.58,20,20
838.5322,10,10
838.6177,10,10
838.6693,20,20
838.8031,10,10
838.8653,20,20
838.9744,10,10
840.0,10,10
840.5584,10,10
841.3549,10,10
841.4991,10,10
841.9893,10,10
842.1113,20,20
842.2723,20,20
842.4133,10,10
842.8078,20,20
842.897,20,20
843.3077,10,10
844.4904,10,10
844.4965,10,10
845.057,10,10
845.0836,10,10
845.4816,10,10
845.6512,10,10
845.8344,10,10
846.052,10,10
846.5375,10,10
846.7408,10,10
847.4005,10,10
847.6597,10,10
847.6951,10,10
848.4608,10,10
848.629,10,10
848.6651,20,20
848.9125,10,10
849.3626,20,20
849.4908,10,10
849.6929,10,10
849.722,10,10
849.9562,10,10
850.2674,20,20
850.3369,20,20
851.4014,10,10
851.723,20,20
851.9146,10,10
851.9586,20,20
852.4712,10,10
852.9714,10,10
853.0824,10,10
853.3533,10,10
854.0483,10,10
854.1018,10,10
854.2419,20,20
854.2645,10,10
854.4262,10,10
854.4715,20,20
854.6831,20,20
854.7091,10,10
854.7203,20,20
855.3591,20,20
856.1911,20,20
856.2591,20,20
856.6744,10,10
856.7093,10,10
857.075,10,10
857.1738,10,10
857.7531,20,20
858.3569,20,20
858.9385,10,10
858.9986,10,10
859.1001,20,20
859.257,10,10
859.6813,20,20
859.9265,10,10
860.1934,20,20
860.5362,10,10
860.8109,10,10
861.0135,20,20
861.0236,10,10
861.1822,20,20
861.277,10,10
861.383,20,20
861.4305,10,10
861.5454,10,10
861.8753,10,10
862.0316,10,10
862.2011,10,10
862.7358,10,10
863.362,20,20
864.4652,10,10
864.928,10,10
864.968,10,10
865.0073,10,10
866.2829,20,20
866.5196,10,10
866.696,10,10
866.7443,10,10
866.7502,20,20
867.0659,20,20
867.2013,10,10
867.6899,10,10
868.0988,20,20
868.2127,10,10
868.3682,10,10
868.3758,10,10
868.6243,20,20
868.65,20,20
868.8198,20,20
870.0523,10,10
870.0784,20,20
870.1967,10,10
870.7602,10,10
871.1541,20,20
871.1816,20,20
871.3734,10,10
871.4325,20,20
871.6953,20,20
871.8442,10,10
872.0319,10,10
872.19,10,10
872.6452,10,10
872.8097,20,20
872.8296,20,20
872.9396,20,20
873.6505,10,10
874.5486,20,20
874.7453,20,20
875.1168,10,10
875.1727,10,10
875.2568,10,10
875.803,20,20
876.075,20,20
876.1798,20,20
876.4584,20,20
876.7047,10,10
877.3716,10,10
877.7395,20,20
878.4443,10,10
878.5576,10,10
879.0004,10,10
879.6043,10,10
879.6753,20,20
880.1742,10,10
880.4365,10,10
880.4442,10,10
880.8815,10,10
881.0274,10,10
881.3265,10,10
881.4486,20,20
881.9547,20,20
882.9066,10,10
883.0576,20,20
883.1612,10,10
883.287,20,20
883.6339,20,20
884.0769,10,10
884.1813,10,10
884.7394,10,10
885.9005,20,20
885.9136,20,20
886.003,20,20
886.236,20,20
886.2629,20,20
886.4631,20,20
886.6257,10,10
886.6794,10,10
886.6836,10,10
886.9678,10,10
887.0164,10,10
887.3379,20,20
887.7063,10,10
887.8851,20,20
888.9362,10,10
889.2208,10,10
889.3705,10,10
889.6555,10,10
890.1169,20,20
890.2981,10,10
890.3027,10,10
890.7478,10,10
891.2229,10,10
891.7305,10,10
891.8176,20,20
891.869,10,10
892.2359,20,20
892.495,10,10
892.5362,20,20
892.5429,10,10
892.6541,10,10
893.0138,20,20
893.7038,10,10
893.9061,20,20
894.2182,20,20
894.3748,10,10
894.3818,10,10
894.5245,10,10
894.6452,10,10
894.8031,10,10
894.9453,10,10
894.9776,10,10
895.1967,20,20
895.2847,10,10
895.7233,20,20
895.9445,10,10
896.4111,10,10
896.5264,20,20
896.9698,10,10
897.0121,10,10
897.0993,20,20
897.4481,20,20
898.5251,10,10
899.4367,10,10
900.2543,10,10
900.4134,20,20
901.1201,10,10
901.8557,20,20
902.0066,20,20
902.4694,10,10
902.8624,10,10
902.9741,10,10
903.4537,10,10
904.0351,20,20
904.1328,10,10
904.7034,20,20
904.8023,10,10
905.1708,10,10
905.2063,10,10
905.4382,10,10
906.7059,10,10
906.953,20,20
907.1449,10,10
907.5314,10,10
907.688,10,10
907.9178,10,10
908.5617,20,20
909.0463,10,10
909.1155,20,20
909.1382,20,20
909.4511,20,20
909.5953,10,10
910.2312,20,20
910.3694,10,10
910.6723,10,10
911.1698,10,10
911.2349,20,20
911.3126,10,10
911.5331,20,20
911.6832,20,20
911.9237,10,10
912.2027,10,10
912.4949,10,10
913.0188,10,10
913.4846,20,20
914.3955,10,10
914.4285,10,10
915.2993,10,10
915.4722,10,10
915.7656,10,10
915.7767,10,10
915.9558,10,10
916.305,10,10
916.3339,10,10
916.6717,10,10
917.6452,20,20
917.9811,10,10
918.0367,10,10
918.3911,20,20
918.5795,20,20
918.7596,10,10
918.8973,20,20
918.9159,20,20
919.0232,10,10
919.5555,10,10
919.7063,10,10
919.7931,10,10
919.8806,10,10
919.9171,10,10
920.0198,10,10
920.5655,10,10
921.3728,20,20
921.4981,20,20
921.6327,10,10
922.3573,20,20
922.474,10,10
922.6776,20,20
923.0518,10,10
923.1103,10,10
923.281,10,10
923.4664,10,10
923.4854,20,20
923.6102,10,10
923.972,10,10
924.3555,10,10
924.5393,20,20
924.5762,10,10
924.7945,10,10
925.6763,10,10
926.3097,20,20
926.4549,10,10
926.541,20,20
926.552,20,20
926.6388,10,10
926.6992,20,20
927.8643,10,10
929.002,20,20
929.3912,10,10
929.589,10,10
929.8078,10,10
930.16,10,10
931.0726,20,20
931.5762,10,10
931.9824,20,20
932.6212,10,10
932.6753,10,10
932.9,20,20
932.9247,10,10
933.3277,10,10
933.6774,10,10
933.7852,10,10
933.9938,20,20
934.1866,20,20
934.764,10,10
935.329,10,10
936.2388,10,10
936.6448,20,20
937.1874,20,20
937.2174,10,10
937.6705,20,20
937.9073,10,10
938.1965,10,10
938.4022,20,20
938.4503,20,20
938.6322,20,20
938.668,10,10
938.7554,10,10
939.3153,10,10
939.4141,10,10
939.9717,20,20
940.0061,10,10
940.0582,20,20
940.1365,10,10
940.199,10,10
940.2893,10,10
940.2903,10,10
940.9246,10,10
940.9824,20,20
941.2639,20,20
941.5837,10,10
941.757,20,20
941.9454,10,10
942.0334,10,10
942.0771,10,10
942.0867,10,10
942.0976,20,20
942.1773,10,10
942.5372,20,20
943.2849,10,10
943.4231,10,10
943.6418,10,10
943.6974,10,10
943.8068,20,20
943.8232,10,10
944.1593,20,20
944.1894,10,10
944.6573,10,10
944.7981,10,10
944.8278,10,10
944.995,20,20
945.0758,10,10
945.2092,10,10
945.3331,10,10
945.6413,20,20
946.731,20,20
946.9409,10,10
947.4198,10,10
947.8268,10,10
948.0955,10,10
948.3756,10,10
948.7649,10,10
949.361,10,10
949.4929,20,20
949.9665,10,10
950.0607,10,10
950.4074,10,10
950.6729,10,10
950.8118,20,20
951.0538,20,20
951.0855,20,20
951.3897,20,20
951.695,10,10
952.1941,10,10
952.2937,20,20
952.3465,20,20
952.5743,10,10
952.6356,10,10
953.0324,20,20
953.1008,10,10
953.1631,10,10
953.3688,10,10
953.4459,10,10
953.9409,20,20
954.0348,10,10
954.1503,10,10
954.3477,20,20
954.399,10,10
955.5291,10,10
955.6434,10,10
955.8213,20,20
955.9341,20,20
955.9978,10,10
956.0122,20,20
956.2695,10,10
956.2787,10,10
957.0656,10,10
957.1014,10,10
957.3148,20,20
957.4229,10,10
957.8341,10,10
957.999,20,20
958.3291,10,10
958.9125,10,10
959.0585,10,10
959.0636,10,10
959.165,20,20
959.7062,10,10
959.7357,20,20
960.0186,20,20
960.0898,10,10
960.9941,10,10
961.7284,20,20
961.8554,10,10
962.7822,10,10
963.1141,10,10
963.317,10,10
963.3349,20,20
964.1011,10,10
964.4012,10,10
964.5025,10,10
964.5214,20,20
964.839,20,20
965.4679,10,10
965.7312,20,20
966.179,20,20
966.275,20,20
966.5388,10,10
966.8528,10,10
966.8921,10,10
967.1375,10,10
967.9512,10,10
968.7677,20,20
968.9149,20,20
969.1114,10,10
969.2251,10,10
969.2598,10,10
970.309,10,10
970.5557,10,10
970.9459,10,10
971.9153,20,20
972.5059,20,20
972.6679,10,10
972.7023,10,10
972.7107,20,20
973.2249,10,10
973.2634,10,10
973.4913,20,20
973.4987,10,10
974.3131,10,10
974.5972,10,10
975.5545,20,20
976.8721,20,20
977.5331,10,10
977.9425,10,10
978.1362,10,10
978.2605,10,10
978.4763,10,10
978.5149,20,20
978.7094,10,10
978.7449,10,10
978.9756,10,10
979.2877,10,10
979.5901,20,20
979.9291,10,10
980.4637,10,10
980.7687,20,20
981.0805,10,10
981.0847,10,10
981.2074,10,10
981.7493,10,10
982.0801,10,10
982.0828,10,10
982.6605,20,20
982.8989,10,10
982.9477,20,20
983.6199,20,20
983.6399,10,10
983.8699,20,20
984.0374,10,10
984.0717,10,10
984.7991,10,10
985.2373,10,10
985.9988,10,10
986.6954,10,10
987.5077,10,10
987.8726,10,10
987.9482,10,10
988.2655,20,20
988.5043,10,10
988.9887,10,10
989.6666,10,10
989.7597,10,10
989.8682,10,10
990.9737,10,10
991.1489,20,20
991.1892,20,20
991.6668,10,10
992.4119,20,20
992.861,10,10
993.5719,10,10
994.0265,10,10
994.5573,10,10
995.0055,20,20
995.2046,20,20
995.657,10,10
996.0438,20,20
996.0894,10,10
996.5897,10,10
996.6748,10,10
996.996,10,10
997.6261,10,10
997.7841,10,10
997.897,10,10
998.0854,10,10
998.2236,10,10
998.3445,10,10
998.5147,20,20
998.5492,20,20
998.6211,10,10
999.7447,20,20
999.8132,10,10
1000.0975,20,20
1000.1669,10,10
1000.271,10,10
1000.311,10,10
1000.9066,10,10
1001.1479,10,10
1002.0104,10,10
1002.5491,10,10
1002.6798,20,20
1003.3445,10,10
1003.5032,10,10
1004.0926,10,10
1004.2459,10,10
1005.6449,10,10
1006.1508,10,10
1006.2223,20,20
1006.3469,10,10
1006.5039,10,10
1006.6099,10,10
1007.203,10,10
1007.3264,10,10
1007.7787,10,10
1007.9324,10,10
1008.4747,10,10
1009.1094,20,20
1009.3183,10,10
1009.7523,20,20
1010.0708,10,10
1010.7862,10,10
1010.8901,10,10
1010.9364,10,10
1011.5366,10,10
1011.7331,20,20
1011.7664,10,10
1012.0495,10,10
1012.0653,10,10
1012.2156,10,10
1012.2327,10,10
1013.2894,10,10
1013.4289,10,10
1013.5945,20,20
1013.8364,10,10
1013.8563,10,10
1013.9789,20,20
1014.4058,10,10
1014.6009,10,10
1015.7419,10,10
1015.7445,20,20
1015.7822,20,20
1016.6892,20,20
1016.837,10,10
1016.9506,20,20
1017.0338,10,10
1017.0791,20,20
1017.1591,20,20
1018.1899,10,10
1018.3508,20,20
1018.7661,20,20
1020.0563,20,20
1020.1239,20,20
1020.5026,20,20
1020.9707,10,10
1021.278,20,20
1021.8434,10,10
1022.7752,10,10
1022.8421,20,20
1022.9183,10,10
1023.226,20,20
1023.3482,10,10
1023.383,10,10
1023.4329,10,10
1024.2092,20,20
1026.3805,20,20
1026.8357,10,10
1027.0335,10,10
1027.3373,20,20
1027.6025,20,20
1027.6272,20,20
1027.723,10,10
1028.5447,10,10
1029.5207,10,10
1029.6682,20,20
1029.6897,20,20
1031.7668,20,20
1032.5195,20,20
1032.5428,10,10
1032.681,10,10
1032.7016,10,10
1032.9664,10,10
